Question,Tag
Consider the following combinational function block involving four Boolean variables x y a b where x a b are inputs and y is the output f x a b y if x is 1 y a else y b Which one of the following digital logic blocks is the most suitable for implementing this function Full adder Priority encoder Multiplexor Flip flop ,Digital Circuits
A logic network has two data inputs A and B and two control inputs C_0 and C_1 It implements the function F according to the following table C_1 C_2 F 0 0 overline A B 0 1 A B 1 0 A oplus B  Implement the circuit using one 4 to 1 Multiplexer one 2 input Exclusive OR gate one 2 input AND gate one 2 input OR gate and one Inverter  ,Digital Circuits
In the following truth table V 1 if and only if the input is valid  Inputs Outputs D_0 D_1 D_2 D_3 X_0 X_1 V 0 0 0 0 x x 0 1 0 0 0 0 0 1 x 1 0 0 0 1 1 x x 1 0 1 0 1 x x x 1 1 1 1 What function does the truth table represent Priority encoder   Decoder   Multiplexer   Demultiplexer ,Digital Circuits
A logic network has two data inputs A and B and two control inputs C_0 and C_1 It implements the function F according to the following table C_1 C_2 F 0 0 overline A B 0 1 A B 1 0 A oplus B  Implement the circuit using one 4 to 1 Multiplexer one 2 input Exclusive OR gate one 2 input AND gate one 2 input OR gate and one Inverter  ,Digital Circuits
In the following truth table V 1 if and only if the input is valid  Inputs Outputs D_0 D_1 D_2 D_3 X_0 X_1 V 0 0 0 0 x x 0 1 0 0 0 0 0 1 x 1 0 0 0 1 1 x x 1 0 1 0 1 x x x 1 1 1 1 What function does the truth table represent Priority encoder   Decoder   Multiplexer   Demultiplexer ,Digital Circuits
Consider the following combinational function block involving four Boolean variables x y a b where x a b are inputs and y is the output f x a b y if x is 1 y a else y b Which one of the following digital logic blocks is the most suitable for implementing this function Full adder Priority encoder Multiplexor Flip flop ,Digital Circuits
Consider the following combinational function block involving four Boolean variables x y a b where x a b are inputs and y is the output f x a b y if x is 1 y a else y b Which one of the following digital logic blocks is the most suitable for implementing this function Full adder Priority encoder Multiplexor Flip flop ,Digital Circuits
In the following truth table V 1 if and only if the input is valid  Inputs Outputs D_0 D_1 D_2 D_3 X_0 X_1 V 0 0 0 0 x x 0 1 0 0 0 0 0 1 x 1 0 0 0 1 1 x x 1 0 1 0 1 x x x 1 1 1 1 What function does the truth table represent Priority encoder   Decoder   Multiplexer   Demultiplexer ,Digital Circuits
In the following truth table V 1 if and only if the input is valid  Inputs Outputs D_0 D_1 D_2 D_3 X_0 X_1 V 0 0 0 0 x x 0 1 0 0 0 0 0 1 x 1 0 0 0 1 1 x x 1 0 1 0 1 x x x 1 1 1 1 What function does the truth table represent Priority encoder   Decoder   Multiplexer   Demultiplexer ,Digital Circuits
Consider a 4 bit Johnson counter with an initial value of 0000 The counting sequence of this counter is  0 1 3 7 15 14 12 8 0 0 1 3 5 7 9 11 13 15 0 0 2 4 6 8 10 12 14 0 0 8 12 14 15 7 3 1 0 ,Digital Counter
The minimum number of ext D flip flops needed to design a mod 258 counter is 9 8 512 258 ,Digital Counter
The next state table of a 2 bit saturating up counter is given below begin array cc cc  Q_1 amp Q_0 amp Q_1 amp Q_0 hline 0 amp 0 amp 0 amp 1 0 amp 1 amp 1 amp 0 1 amp 0 amp 1 amp 1 1 amp 1 amp 1 amp 1 end array The counter is built as a synchronous sequential circuit using T flip flops The expressions for T_1 and T_0 are T_1 Q_1Q_0 quad T_0 bar Q_1 bar Q_0 T_1 bar Q_1 Q_0 quad T_0 bar Q_1 bar Q_0 T_1 Q_1 Q_0 quad T_0 bar Q_1 bar Q_0 T_1 bar Q_1 Q_0 quad T_0 Q_1 Q_0  ,Digital Counter
The minimum number of JK flip flops required to construct a synchronous counter with the count sequence 0 0 1 1 2 2 3 3 0 0 is _______ ,Digital Counter
Let k 2 n A circuit is built by giving the output of an n bit binary counter as input to an n ext to 2 n  bit decoder This circuit is equivalent to a  k bit binary up counter  k bit binary down counter k bit ring counter k bit Johnson counter ,Digital Counter
 We want to design a synchronous counter that counts the sequence 0 1 0 2 0 3 and then repeats The minimum number of ext J K  flip flops required to implement this counter is _____________ ,Digital Counter
The next state table of a 2 bit saturating up counter is given below begin array cc cc  Q_1 amp Q_0 amp Q_1 amp Q_0 hline 0 amp 0 amp 0 amp 1 0 amp 1 amp 1 amp 0 1 amp 0 amp 1 amp 1 1 amp 1 amp 1 amp 1 end array The counter is built as a synchronous sequential circuit using T flip flops The expressions for T_1 and T_0 are T_1 Q_1Q_0 quad T_0 bar Q_1 bar Q_0 T_1 bar Q_1 Q_0 quad T_0 bar Q_1 bar Q_0 T_1 Q_1 Q_0 quad T_0 bar Q_1 bar Q_0 T_1 bar Q_1 Q_0 quad T_0 Q_1 Q_0  ,Digital Counter
Consider the following two scenarios in the dining philosophers problem First a philosopher has to enter a room with the table that restricts the number of philosophers to four There is no restriction on the number of philosophers entering the room Which of the following is true Deadlock is possible in i and ii Deadlock is possible in i Starvation is possible in i Deadlock is not possible in ii Starvation is not possible in ii ,Dining Philosopher
Consider the following two scenarios in the dining philosophers problem First a philosopher has to enter a room with the table that restricts the number of philosophers to four There is no restriction on the number of philosophers entering the room Which of the following is true Deadlock is possible in i and ii Deadlock is possible in i Starvation is possible in i Deadlock is not possible in ii Starvation is not possible in ii ,Dining Philosopher
